image_id,image_path,width,height,split,annotation_status,notes
training_2_frame_073,result_pic\from_source_tifs\RGB\training_2_frame_073.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_074,result_pic\from_source_tifs\RGB\training_2_frame_074.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_075,result_pic\from_source_tifs\RGB\training_2_frame_075.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_076,result_pic\from_source_tifs\RGB\training_2_frame_076.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_077,result_pic\from_source_tifs\RGB\training_2_frame_077.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_078,result_pic\from_source_tifs\RGB\training_2_frame_078.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_079,result_pic\from_source_tifs\RGB\training_2_frame_079.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_080,result_pic\from_source_tifs\RGB\training_2_frame_080.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_081,result_pic\from_source_tifs\RGB\training_2_frame_081.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_082,result_pic\from_source_tifs\RGB\training_2_frame_082.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_083,result_pic\from_source_tifs\RGB\training_2_frame_083.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_084,result_pic\from_source_tifs\RGB\training_2_frame_084.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_085,result_pic\from_source_tifs\RGB\training_2_frame_085.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_086,result_pic\from_source_tifs\RGB\training_2_frame_086.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_087,result_pic\from_source_tifs\RGB\training_2_frame_087.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_088,result_pic\from_source_tifs\RGB\training_2_frame_088.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_089,result_pic\from_source_tifs\RGB\training_2_frame_089.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_090,result_pic\from_source_tifs\RGB\training_2_frame_090.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_091,result_pic\from_source_tifs\RGB\training_2_frame_091.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_092,result_pic\from_source_tifs\RGB\training_2_frame_092.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_093,result_pic\from_source_tifs\RGB\training_2_frame_093.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_094,result_pic\from_source_tifs\RGB\training_2_frame_094.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_095,result_pic\from_source_tifs\RGB\training_2_frame_095.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_096,result_pic\from_source_tifs\RGB\training_2_frame_096.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_097,result_pic\from_source_tifs\RGB\training_2_frame_097.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_098,result_pic\from_source_tifs\RGB\training_2_frame_098.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_099,result_pic\from_source_tifs\RGB\training_2_frame_099.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_100,result_pic\from_source_tifs\RGB\training_2_frame_100.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_101,result_pic\from_source_tifs\RGB\training_2_frame_101.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_102,result_pic\from_source_tifs\RGB\training_2_frame_102.png,256,256,val,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_103,result_pic\from_source_tifs\RGB\training_2_frame_103.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_104,result_pic\from_source_tifs\RGB\training_2_frame_104.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_105,result_pic\from_source_tifs\RGB\training_2_frame_105.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_106,result_pic\from_source_tifs\RGB\training_2_frame_106.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_107,result_pic\from_source_tifs\RGB\training_2_frame_107.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_108,result_pic\from_source_tifs\RGB\training_2_frame_108.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_109,result_pic\from_source_tifs\RGB\training_2_frame_109.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_110,result_pic\from_source_tifs\RGB\training_2_frame_110.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_111,result_pic\from_source_tifs\RGB\training_2_frame_111.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_112,result_pic\from_source_tifs\RGB\training_2_frame_112.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_113,result_pic\from_source_tifs\RGB\training_2_frame_113.png,256,256,test,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_114,result_pic\from_source_tifs\RGB\training_2_frame_114.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
training_2_frame_115,result_pic\from_source_tifs\RGB\training_2_frame_115.png,256,256,train,unreviewed,source_tifs=training_2_GFP_center.tif;training_2_mCherry_center.tif;training_2_Trans_center.tif
